,y,x,osmid,highway,ref,geometry
5509971973,48.8654563,2.391081,5509971973,,,POINT (2.391081 48.8654563)
166297606,48.8164209,2.3601419,166297606,,,POINT (2.3601419 48.8164209)
271450120,48.8756882,2.2778915,271450120,,,POINT (2.2778915 48.8756882)
116129800,48.8445633,2.2870322,116129800,,,POINT (2.2870322 48.8445633)
116129802,48.8439889,2.2885535,116129802,,,POINT (2.2885535 48.8439889)
174981131,48.8685195,2.3861668,174981131,,,POINT (2.3861668 48.8685195)
116129804,48.8427592,2.291955,116129804,,,POINT (2.291955 48.8427592)
268140568,48.8875714,2.2877878,268140568,,,POINT (2.2877878 48.8875714)
141557799,48.8464733,2.2775834,141557799,,,POINT (2.2775834 48.8464733)
6690897971,48.8256656,2.3876338,6690897971,,,POINT (2.3876338 48.8256656)
209158195,48.8989325,2.3263913,209158195,,,POINT (2.3263913 48.8989325)
6180929592,48.8280176,2.3269764,6180929592,,,POINT (2.3269764 48.8280176)
6171131962,48.8330818,2.3514935,6171131962,,,POINT (2.3514935 48.8330818)
6194954302,48.8270491,2.3249658,6194954302,traffic_signals,,POINT (2.3249658 48.8270491)
7228489799,48.8300514,2.2759392,7228489799,,,POINT (2.2759392 48.8300514)
1854603337,48.8958185,2.3835867,1854603337,traffic_signals,,POINT (2.3835867 48.8958185)
245399630,48.8338647,2.3457564,245399630,,,POINT (2.3457564 48.8338647)
94175315,48.8763633,2.3324618,94175315,traffic_signals,,POINT (2.3324618 48.8763633)
5383094356,48.8913247,2.3067737,5383094356,,,POINT (2.3067737 48.8913247)
5383094357,48.8899644,2.3039831,5383094357,traffic_signals,,POINT (2.3039831 48.8899644)
5383094362,48.8900398,2.3041396,5383094362,,,POINT (2.3041396 48.8900398)
3284697178,48.8362013,2.2589445,3284697178,,,POINT (2.2589445 48.8362013)
3284697179,48.8364277,2.2592404,3284697179,,,POINT (2.2592404 48.8364277)
25002088,48.8410443,2.3927795,25002088,,,POINT (2.3927795 48.8410443)
21659758,48.8406571,2.3539776,21659758,,,POINT (2.3539776 48.8406571)
21659759,48.8408884,2.3548415,21659759,,,POINT (2.3548415 48.8408884)
21659772,48.8413116,2.3538826,21659772,,,POINT (2.3538826 48.8413116)
21659773,48.8414041,2.3547054,21659773,,,POINT (2.3547054 48.8414041)
25198716,48.8611194,2.311494,25198716,traffic_signals,,POINT (2.311494 48.8611194)
4964974719,48.897518,2.3277108,4964974719,,,POINT (2.3277108 48.897518)
203325570,48.8780086,2.401738,203325570,,,POINT (2.401738 48.8780086)
906068099,48.8760675,2.3544465,906068099,,,POINT (2.3544465 48.8760675)
677773445,48.8314042,2.2920646,677773445,,,POINT (2.2920646 48.8314042)
430637190,48.88149,2.3704203,430637190,,,POINT (2.3704203 48.88149)
256409741,48.8624931,2.3780886,256409741,,,POINT (2.3780886 48.8624931)
258048145,48.8816703,2.3885226,258048145,,,POINT (2.3885226 48.8816703)
21659803,48.8415849,2.3558292,21659803,traffic_signals,,POINT (2.3558292 48.8415849)
21659818,48.843004,2.3521901,21659818,,,POINT (2.3521901 48.843004)
21659819,48.8426925,2.3521367,21659819,traffic_signals,,POINT (2.3521367 48.8426925)
21659820,48.8427176,2.3527018,21659820,,,POINT (2.3527018 48.8427176)
21659821,48.8429841,2.3527152,21659821,,,POINT (2.3527152 48.8429841)
258408623,48.859972,2.4057501,258408623,,,POINT (2.4057501 48.859972)
21659826,48.8400123,2.3514625,21659826,,,POINT (2.3514625 48.8400123)
21659827,48.8404698,2.35171,21659827,traffic_signals,,POINT (2.35171 48.8404698)
5059182770,48.8646686,2.3067022,5059182770,,,POINT (2.3067022 48.8646686)
5059182773,48.8635459,2.3218858,5059182773,,,POINT (2.3218858 48.8635459)
5059182771,48.8648963,2.3170149,5059182771,,,POINT (2.3170149 48.8648963)
249168058,48.8526781,2.2949293,249168058,,,POINT (2.2949293 48.8526781)
5059182779,48.8586555,2.3416031,5059182779,,,POINT (2.3416031 48.8586555)
63111356,48.8302331,2.3234593,63111356,,,POINT (2.3234593 48.8302331)
5059182780,48.8584826,2.3424643,5059182780,,,POINT (2.3424643 48.8584826)
884211905,48.8912396,2.3773557,884211905,,,POINT (2.3773557 48.8912396)
258048194,48.8806627,2.3882443,258048194,,,POINT (2.3882443 48.8806627)
2160033987,48.8952086,2.3590612,2160033987,traffic_signals,,POINT (2.3590612 48.8952086)
2160033989,48.8951697,2.3595823,2160033989,,,POINT (2.3595823 48.8951697)
267583686,48.8892666,2.3948744,267583686,,,POINT (2.3948744 48.8892666)
5059182789,48.846796,2.3653419,5059182789,,,POINT (2.3653419 48.846796)
2160033997,48.8953344,2.3596643,2160033997,,,POINT (2.3596643 48.8953344)
2160034007,48.8955245,2.3593294,2160034007,traffic_signals,,POINT (2.3593294 48.8955245)
359071960,48.868934,2.2486044,359071960,,,POINT (2.2486044 48.868934)
359071964,48.8670711,2.249287,359071964,,,POINT (2.249287 48.8670711)
96141540,48.8712334,2.374652,96141540,,,POINT (2.374652 48.8712334)
21659876,48.8400951,2.3518743,21659876,,,POINT (2.3518743 48.8400951)
256409832,48.8630703,2.376163,256409832,,,POINT (2.376163 48.8630703)
169279721,48.8221991,2.3277344,169279721,,,POINT (2.3277344 48.8221991)
175014120,48.8709587,2.3608352,175014120,,,POINT (2.3608352 48.8709587)
2160034030,48.8951,2.3593487,2160034030,traffic_signals,,POINT (2.3593487 48.8951)
2160034034,48.8954157,2.3590609,2160034034,,,POINT (2.3590609 48.8954157)
252969207,48.8861031,2.3140139,252969207,,,POINT (2.3140139 48.8861031)
175046904,48.8646503,2.3613074,175046904,,,POINT (2.3613074 48.8646503)
244580618,48.844646,2.3641708,244580618,,,POINT (2.3641708 48.844646)
6200688912,48.8714486,2.3023667,6200688912,traffic_signals,,POINT (2.3023667 48.8714486)
178880787,48.8949577,2.3280915,178880787,,,POINT (2.3280915 48.8949577)
258408724,48.8604724,2.4067961,258408724,,,POINT (2.4067961 48.8604724)
94208275,48.8828044,2.3320731,94208275,,,POINT (2.3320731 48.8828044)
94208278,48.8801848,2.343747,94208278,,,POINT (2.343747 48.8801848)
94208279,48.8802409,2.3429271,94208279,,,POINT (2.3429271 48.8802409)
332431641,48.8886191,2.378472,332431641,,,POINT (2.378472 48.8886191)
332431642,48.8879616,2.3891603,332431642,,,POINT (2.3891603 48.8879616)
94208286,48.8832947,2.3304302,94208286,,,POINT (2.3304302 48.8832947)
94208287,48.883379,2.3301366,94208287,,,POINT (2.3301366 48.883379)
94208290,48.8838717,2.3285532,94208290,traffic_signals,,POINT (2.3285532 48.8838717)
6203408676,48.8738618,2.3750805,6203408676,,,POINT (2.3750805 48.8738618)
6203408677,48.873698,2.3749591,6203408677,,,POINT (2.3749591 48.873698)
227213605,48.8594308,2.3296641,227213605,,,POINT (2.3296641 48.8594308)
332431657,48.8958585,2.3791272,332431657,,,POINT (2.3791272 48.8958585)
332431658,48.8958362,2.3794538,332431658,,,POINT (2.3794538 48.8958362)
332431660,48.8957682,2.3793381,332431660,,,POINT (2.3793381 48.8957682)
21659950,48.872278,2.2952715,21659950,traffic_signals,,POINT (2.2952715 48.872278)
175046959,48.8655505,2.3614624,175046959,,,POINT (2.3614624 48.8655505)
21659957,48.8752723,2.2947935,21659957,traffic_signals,,POINT (2.2947935 48.8752723)
178880823,48.893865,2.325618,178880823,,,POINT (2.325618 48.893865)
139264323,48.8316049,2.3059839,139264323,,,POINT (2.3059839 48.8316049)
343703877,48.8168235,2.3440568,343703877,,,POINT (2.3440568 48.8168235)
1962508614,48.8769787,2.2713231,1962508614,,,POINT (2.2713231 48.8769787)
175079750,48.8339452,2.285376,175079750,,,POINT (2.285376 48.8339452)
272695623,48.8818886,2.3187394,272695623,,,POINT (2.3187394 48.8818886)
96141641,48.8699701,2.3755741,96141641,,,POINT (2.3755741 48.8699701)
141558085,48.8459117,2.2773179,141558085,traffic_signals,,POINT (2.2773179 48.8459117)
128057687,48.8237011,2.3171281,128057687,,,POINT (2.3171281 48.8237011)
1941045592,48.8169341,2.3588808,1941045592,,,POINT (2.3588808 48.8169341)
258146661,48.8792989,2.396417,258146661,,,POINT (2.396417 48.8792989)
142639464,48.837151,2.2888537,142639464,,,POINT (2.2888537 48.837151)
6721864042,48.882332,2.3209624,6721864042,traffic_signals,,POINT (2.3209624 48.882332)
110517378,48.8405518,2.2994543,110517378,traffic_signals,,POINT (2.2994543 48.8405518)
6176080241,48.8516505,2.3272614,6176080241,,,POINT (2.3272614 48.8516505)
110517381,48.8416911,2.3028915,110517381,traffic_signals,,POINT (2.3028915 48.8416911)
116130176,48.8426133,2.2923389,116130176,,,POINT (2.2923389 48.8426133)
256409987,48.8634925,2.377256,256409987,,,POINT (2.377256 48.8634925)
21660038,48.8744338,2.2929668,21660038,,,POINT (2.2929668 48.8744338)
21660039,48.8750768,2.2938587,21660039,,,POINT (2.2938587 48.8750768)
695566727,48.8547311,2.2884232,695566727,traffic_signals,,POINT (2.2884232 48.8547311)
353206666,48.8678322,2.3906668,353206666,,,POINT (2.3906668 48.8678322)
1292272011,48.8620631,2.37406,1292272011,,,POINT (2.37406 48.8620631)
21660044,48.8729665,2.2931224,21660044,traffic_signals,,POINT (2.2931224 48.8729665)
5152178573,48.9000957,2.3882594,5152178573,,,POINT (2.3882594 48.9000957)
21660045,48.8735839,2.2927717,21660045,traffic_signals,,POINT (2.2927717 48.8735839)
21660043,48.8724227,2.2940558,21660043,traffic_signals,,POINT (2.2940558 48.8724227)
110517384,48.8418341,2.3032524,110517384,traffic_signals,,POINT (2.3032524 48.8418341)
5152178580,48.8999506,2.384817,5152178580,,,POINT (2.384817 48.8999506)
5152178583,48.9001119,2.3849468,5152178583,,,POINT (2.3849468 48.9001119)
1280606615,48.8761122,2.3605748,1280606615,,,POINT (2.3605748 48.8761122)
110517387,48.8428149,2.3061821,110517387,,,POINT (2.3061821 48.8428149)
2602172835,48.8172129,2.3479243,2602172835,,,POINT (2.3479243 48.8172129)
1989837228,48.8559332,2.3342467,1989837228,,,POINT (2.3342467 48.8559332)
1280606637,48.8760969,2.3608924,1280606637,,,POINT (2.3608924 48.8760969)
1804894643,48.888935,2.3401992,1804894643,,,POINT (2.3401992 48.888935)
175047091,48.8649064,2.3607966,175047091,,,POINT (2.3607966 48.8649064)
368542144,48.8948932,2.3181194,368542144,,,POINT (2.3181194 48.8948932)
25625024,48.8636223,2.2945953,25625024,,,POINT (2.2945953 48.8636223)
24969670,48.8501628,2.3340132,24969670,,,POINT (2.3340132 48.8501628)
418054603,48.8525139,2.4067009,418054603,,,POINT (2.4067009 48.8525139)
21660107,48.8718598,2.3010767,21660107,,,POINT (2.3010767 48.8718598)
24969677,48.8501331,2.3347376,24969677,,,POINT (2.3347376 48.8501331)
333677006,48.8350889,2.408263,333677006,,,POINT (2.408263 48.8350889)
24969685,48.8506863,2.3348329,24969685,,,POINT (2.3348329 48.8506863)
24969692,48.8507594,2.3357909,24969692,,,POINT (2.3357909 48.8507594)
164102622,48.8445311,2.3091498,164102622,,,POINT (2.3091498 48.8445311)
25625054,48.8657014,2.2957985,25625054,,,POINT (2.2957985 48.8657014)
25625056,48.8659106,2.2962057,25625056,,,POINT (2.2962057 48.8659106)
360930,48.8263456,2.3614982,360930,,,POINT (2.3614982 48.8263456)
360932,48.826185,2.3572626,360932,traffic_signals,,POINT (2.3572626 48.826185)
360933,48.8260749,2.3552177,360933,,,POINT (2.3552177 48.8260749)
360935,48.8258123,2.3503781,360935,traffic_signals,,POINT (2.3503781 48.8258123)
360937,48.8257548,2.3465866,360937,traffic_signals,,POINT (2.3465866 48.8257548)
360938,48.8259489,2.3452098,360938,traffic_signals,,POINT (2.3452098 48.8259489)
175014385,48.8708931,2.3587927,175014385,,,POINT (2.3587927 48.8708931)
360946,48.8292991,2.3226525,360946,traffic_signals,,POINT (2.3226525 48.8292991)
94110195,48.8785897,2.3641941,94110195,,,POINT (2.3641941 48.8785897)
332202487,48.8439677,2.4146692,332202487,,,POINT (2.4146692 48.8439677)
94110200,48.8776836,2.3653881,94110200,traffic_signals,,POINT (2.3653881 48.8776836)
94110199,48.8781006,2.3649225,94110199,,,POINT (2.3649225 48.8781006)
968131063,48.8587949,2.2610194,968131063,,,POINT (2.2610194 48.8587949)
1292272127,48.8627142,2.3755388,1292272127,,,POINT (2.3755388 48.8627142)
340394504,48.8461121,2.3759881,340394504,,,POINT (2.3759881 48.8461121)
340394507,48.8460755,2.3756897,340394507,,,POINT (2.3756897 48.8460755)
273416715,48.8807325,2.3000972,273416715,,,POINT (2.3000972 48.8807325)
248578575,48.8768057,2.4119691,248578575,,,POINT (2.4119691 48.8768057)
360977,48.8305326,2.319263,360977,traffic_signals,,POINT (2.319263 48.8305326)
360978,48.8318162,2.3141451,360978,traffic_signals,,POINT (2.3141451 48.8318162)
248578580,48.8751674,2.412677,248578580,,,POINT (2.412677 48.8751674)
360980,48.8335638,2.3092306,360980,,,POINT (2.3092306 48.8335638)
360982,48.8372281,2.2964564,360982,traffic_signals,,POINT (2.2964564 48.8372281)
353206807,48.866974,2.3923783,353206807,,,POINT (2.3923783 48.866974)
360983,48.8392633,2.2919595,360983,,,POINT (2.2919595 48.8392633)
260768281,48.8524277,2.2681401,260768281,,,POINT (2.2681401 48.8524277)
360986,48.8421683,2.2855643,360986,traffic_signals,,POINT (2.2855643 48.8421683)
252805659,48.8696889,2.3700646,252805659,,,POINT (2.3700646 48.8696889)
6967198236,48.8161291,2.3434836,6967198236,,,POINT (2.3434836 48.8161291)
360988,48.8460845,2.2769366,360988,traffic_signals,,POINT (2.2769366 48.8460845)
360990,48.8474292,2.2737147,360990,,,POINT (2.2737147 48.8474292)
360991,48.8482358,2.2699037,360991,traffic_signals,,POINT (2.2699037 48.8482358)
360995,48.8479618,2.2622425,360995,,,POINT (2.2622425 48.8479618)
360996,48.8479228,2.2597619,360996,,,POINT (2.2597619 48.8479228)
360997,48.8479122,2.2585518,360997,,,POINT (2.2585518 48.8479122)
360999,48.8530352,2.2618853,360999,traffic_signals,,POINT (2.2618853 48.8530352)
248578600,48.8771958,2.410204,248578600,,,POINT (2.410204 48.8771958)
177308201,48.8441642,2.4116355,177308201,,,POINT (2.4116355 48.8441642)
361001,48.8578749,2.2629378,361001,,,POINT (2.2629378 48.8578749)
361000,48.8573541,2.2646623,361000,traffic_signals,,POINT (2.2646623 48.8573541)
361003,48.8583101,2.2559777,361003,,,POINT (2.2559777 48.8583101)
1886061102,48.898724,2.3703361,1886061102,traffic_signals,,POINT (2.3703361 48.898724)
3693642293,48.8942874,2.3137237,3693642293,,,POINT (2.3137237 48.8942874)
1027146301,48.8359149,2.2606044,1027146301,,,POINT (2.2606044 48.8359149)
94241344,48.8954397,2.3464797,94241344,,,POINT (2.3464797 48.8954397)
361024,48.8637173,2.2325723,361024,,,POINT (2.2325723 48.8637173)
361027,48.8622922,2.2383105,361027,,,POINT (2.2383105 48.8622922)
1425637956,48.8405345,2.3865248,1425637956,,,POINT (2.3865248 48.8405345)
361031,48.8474791,2.365556,361031,traffic_signals,,POINT (2.365556 48.8474791)
361032,48.8508902,2.3672854,361032,traffic_signals,,POINT (2.3672854 48.8508902)
94208583,48.881798,2.3282293,94208583,,,POINT (2.3282293 48.881798)
361036,48.848785,2.3679961,361036,traffic_signals,,POINT (2.3679961 48.848785)
361041,48.8385973,2.3507157,361041,,,POINT (2.3507157 48.8385973)
361042,48.8380281,2.351,361042,,,POINT (2.351 48.8380281)
368542291,48.8950216,2.3184623,368542291,,,POINT (2.3184623 48.8950216)
361044,48.8331727,2.3567612,361044,,,POINT (2.3567612 48.8331727)
361045,48.8365766,2.3592953,361045,traffic_signals,,POINT (2.3592953 48.8365766)
361043,48.8332121,2.3543465,361043,,,POINT (2.3543465 48.8332121)
361047,48.84166,2.3519793,361047,traffic_signals,,POINT (2.3519793 48.84166)
361048,48.8396902,2.3512679,361048,traffic_signals,,POINT (2.3512679 48.8396902)
6182175313,48.8562547,2.2950471,6182175313,,,POINT (2.2950471 48.8562547)
361050,48.8466037,2.3516349,361050,traffic_signals,,POINT (2.3516349 48.8466037)
361058,48.8266453,2.363724,361058,,,POINT (2.363724 48.8266453)
361059,48.8471299,2.3512394,361059,,,POINT (2.3512394 48.8471299)
361060,48.8480778,2.3505051,361060,traffic_signals,,POINT (2.3505051 48.8480778)
361062,48.8523487,2.3482382,361062,traffic_signals,,POINT (2.3482382 48.8523487)
96141927,48.8742039,2.3773896,96141927,,,POINT (2.3773896 48.8742039)
94143079,48.872273,2.3559135,94143079,,,POINT (2.3559135 48.872273)
94143078,48.872856,2.3544476,94143078,,,POINT (2.3544476 48.872856)
36471402,48.8374823,2.3202211,36471402,traffic_signals,,POINT (2.3202211 48.8374823)
36471404,48.8373496,2.3194453,36471404,,,POINT (2.3194453 48.8373496)
361068,48.8560629,2.350692,361068,,,POINT (2.350692 48.8560629)
94143086,48.8704932,2.3595621,94143086,,,POINT (2.3595621 48.8704932)
94143087,48.8702331,2.3600501,94143087,,,POINT (2.3600501 48.8702331)
393871984,48.8720472,2.3728564,393871984,,,POINT (2.3728564 48.8720472)
353763952,48.8316308,2.2815238,353763952,,,POINT (2.2815238 48.8316308)
94143088,48.8698647,2.3607266,94143088,traffic_signals,,POINT (2.3607266 48.8698647)
94143090,48.8689409,2.3625752,94143090,,,POINT (2.3625752 48.8689409)
21660275,48.875201,2.2984509,21660275,,,POINT (2.2984509 48.875201)
361070,48.8574756,2.3514846,361070,traffic_signals,,POINT (2.3514846 48.8574756)
21660278,48.8750193,2.300278,21660278,,,POINT (2.300278 48.8750193)
25002615,48.8403343,2.3925103,25002615,,,POINT (2.3925103 48.8403343)
21660279,48.8749392,2.3010452,21660279,,,POINT (2.3010452 48.8749392)
21660281,48.8753276,2.2961635,21660281,,,POINT (2.2961635 48.8753276)
21660280,48.8748605,2.3018084,21660280,,,POINT (2.3018084 48.8748605)
21660274,48.8742297,2.299561,21660274,,,POINT (2.299561 48.8742297)
393871996,48.8725268,2.3738039,393871996,,,POINT (2.3738039 48.8725268)
361084,48.8685611,2.3630587,361084,,,POINT (2.3630587 48.8685611)
175080067,48.8345574,2.2858717,175080067,,,POINT (2.2858717 48.8345574)
361091,48.8748138,2.3573832,361091,traffic_signals,,POINT (2.3573832 48.8748138)
361093,48.8677102,2.3548458,361093,traffic_signals,,POINT (2.3548458 48.8677102)
361092,48.8672969,2.3568082,361092,,,POINT (2.3568082 48.8672969)
361096,48.8696795,2.3526101,361096,,,POINT (2.3526101 48.8696795)
169280138,48.8215735,2.3287976,169280138,,,POINT (2.3287976 48.8215735)
361098,48.8706755,2.3478915,361098,traffic_signals,,POINT (2.3478915 48.8706755)
361100,48.8763569,2.3559847,361100,traffic_signals,,POINT (2.3559847 48.8763569)
202048141,48.8886429,2.3790946,202048141,,,POINT (2.3790946 48.8886429)
361102,48.8785307,2.3540413,361102,,,POINT (2.3540413 48.8785307)
361103,48.8805026,2.3523217,361103,,,POINT (2.3523217 48.8805026)
361099,48.871724,2.3416094,361099,,,POINT (2.3416094 48.871724)
361105,48.8722422,2.3382998,361105,traffic_signals,,POINT (2.3382998 48.8722422)
361106,48.8729517,2.3333015,361106,,,POINT (2.3333015 48.8729517)
361107,48.8732194,2.3311474,361107,,,POINT (2.3311474 48.8732194)
361108,48.8742709,2.3313143,361108,traffic_signals,,POINT (2.3313143 48.8742709)
361109,48.8742988,2.3327119,361109,,,POINT (2.3327119 48.8742988)
361110,48.8761423,2.3311152,361110,traffic_signals,,POINT (2.3311152 48.8761423)
25625239,48.8661005,2.2965826,25625239,,,POINT (2.2965826 48.8661005)
361112,48.8838548,2.3494771,361112,traffic_signals,,POINT (2.3494771 48.8838548)
361104,48.8719981,2.3400532,361104,traffic_signals,,POINT (2.3400532 48.8719981)
367919770,48.8525575,2.3801292,367919770,,,POINT (2.3801292 48.8525575)
361114,48.8884009,2.3479972,361114,traffic_signals,,POINT (2.3479972 48.8884009)
361116,48.8836894,2.3275607,361116,traffic_signals,,POINT (2.3275607 48.8836894)
361117,48.8847082,2.329479,361117,,,POINT (2.329479 48.8847082)
361118,48.8875068,2.3333512,361118,traffic_signals,,POINT (2.3333512 48.8875068)
25625242,48.8663313,2.2970357,25625242,traffic_signals,,POINT (2.2970357 48.8663313)
361120,48.8857811,2.3288341,361120,,,POINT (2.3288341 48.8857811)
1027146401,48.8347023,2.2615067,1027146401,,,POINT (2.2615067 48.8347023)
25625250,48.8659024,2.2977086,25625250,,,POINT (2.2977086 48.8659024)
25625246,48.8657599,2.2975244,25625246,,,POINT (2.2975244 48.8657599)
25625252,48.8657932,2.297879,25625252,,,POINT (2.297879 48.8657932)
6807716517,48.8310981,2.3774859,6807716517,,,POINT (2.3774859 48.8310981)
361125,48.8900456,2.3292793,361125,,,POINT (2.3292793 48.8900456)
25002663,48.8400216,2.3917669,25002663,,,POINT (2.3917669 48.8400216)
175014568,48.8692235,2.3576907,175014568,,,POINT (2.3576907 48.8692235)
65307296,48.8515684,2.3117411,65307296,traffic_signals,,POINT (2.3117411 48.8515684)
65307297,48.8516386,2.3125303,65307297,traffic_signals,,POINT (2.3125303 48.8516386)
246842023,48.8515846,2.3144898,246842023,,,POINT (2.3144898 48.8515846)
21660332,48.8763501,2.3012108,21660332,traffic_signals,,POINT (2.3012108 48.8763501)
25625261,48.8665338,2.2966625,25625261,traffic_signals,,POINT (2.2966625 48.8665338)
25002675,48.8401074,2.3904905,25002675,,,POINT (2.3904905 48.8401074)
21660340,48.8765534,2.3017001,21660340,traffic_signals,,POINT (2.3017001 48.8765534)
21660341,48.8743984,2.3010558,21660341,,,POINT (2.3010558 48.8743984)
802783930,48.8472304,2.3163848,802783930,,,POINT (2.3163848 48.8472304)
25002683,48.840623,2.3912096,25002683,crossing,,POINT (2.3912096 48.840623)
250217154,48.8694683,2.3423046,250217154,,,POINT (2.3423046 48.8694683)
280429251,48.8855032,2.3977668,280429251,motorway_junction,,POINT (2.3977668 48.8855032)
96142019,48.8725304,2.3785449,96142019,,,POINT (2.3785449 48.8725304)
25625284,48.8649569,2.2958957,25625284,,,POINT (2.2958957 48.8649569)
25625286,48.8650428,2.2976008,25625286,,,POINT (2.2976008 48.8650428)
94208711,48.8828617,2.3298209,94208711,traffic_signals,,POINT (2.3298209 48.8828617)
25002702,48.8399619,2.3902671,25002702,,,POINT (2.3902671 48.8399619)
25002710,48.8410089,2.3894677,25002710,,,POINT (2.3894677 48.8410089)
21660389,48.8745231,2.3021932,21660389,,,POINT (2.3021932 48.8745231)
393872110,48.8725843,2.3731426,393872110,,,POINT (2.3731426 48.8725843)
25625329,48.8649498,2.2990615,25625329,,,POINT (2.2990615 48.8649498)
64127730,48.8280482,2.3268545,64127730,,,POINT (2.3268545 48.8280482)
25625331,48.8651087,2.2989085,25625331,,,POINT (2.2989085 48.8651087)
258573050,48.8929134,2.3729535,258573050,,,POINT (2.3729535 48.8929134)
826278651,48.8240972,2.3277612,826278651,,,POINT (2.3277612 48.8240972)
25625339,48.8663854,2.2991568,25625339,,,POINT (2.2991568 48.8663854)
207782660,48.8629747,2.3478933,207782660,,,POINT (2.3478933 48.8629747)
305955593,48.8363353,2.2568939,305955593,,,POINT (2.2568939 48.8363353)
5239603982,48.9011048,2.3894769,5239603982,,,POINT (2.3894769 48.9011048)
245924632,48.8360543,2.3495518,245924632,,,POINT (2.3495518 48.8360543)
21660458,48.8748026,2.3046554,21660458,traffic_signals,,POINT (2.3046554 48.8748026)
7475430199,48.8645592,2.4125712,7475430199,milestone,,POINT (2.4125712 48.8645592)
7475430200,48.8658511,2.4121462,7475430200,milestone,,POINT (2.4121462 48.8658511)
15860538,48.8372975,2.3714536,15860538,,,POINT (2.3714536 48.8372975)
15860541,48.8383778,2.3716924,15860541,,,POINT (2.3716924 48.8383778)
164102984,48.8444136,2.3087632,164102984,,,POINT (2.3087632 48.8444136)
258573129,48.8925964,2.374611,258573129,,,POINT (2.374611 48.8925964)
96142155,48.8739306,2.3796925,96142155,,,POINT (2.3796925 48.8739306)
883295055,48.8864731,2.3693408,883295055,,,POINT (2.3693408 48.8864731)
15860562,48.8403347,2.3630054,15860562,,,POINT (2.3630054 48.8403347)
883295063,48.8866134,2.3693024,883295063,,,POINT (2.3693024 48.8866134)
36471648,48.8368222,2.3232462,36471648,traffic_signals,,POINT (2.3232462 48.8368222)
36471649,48.8362216,2.3234901,36471649,,,POINT (2.3234901 48.8362216)
36471651,48.8354988,2.3237679,36471651,traffic_signals,,POINT (2.3237679 48.8354988)
94110580,48.8792157,2.3648937,94110580,,,POINT (2.3648937 48.8792157)
94110581,48.8798192,2.3655286,94110581,,,POINT (2.3655286 48.8798192)
34818110,48.8603044,2.2697365,34818110,,,POINT (2.2697365 48.8603044)
257033087,48.847607,2.3890493,257033087,,,POINT (2.3890493 48.847607)
257033088,48.848351,2.3795421,257033088,,,POINT (2.3795421 48.848351)
257033089,48.8482524,2.3805504,257033089,,,POINT (2.3805504 48.8482524)
364643208,48.8796866,2.4008505,364643208,crossing,,POINT (2.4008505 48.8796866)
175014795,48.8712403,2.3581712,175014795,,,POINT (2.3581712 48.8712403)
177308558,48.8423128,2.4115294,177308558,,,POINT (2.4115294 48.8423128)
177308561,48.841043,2.4114488,177308561,,,POINT (2.4114488 48.841043)
94110611,48.8804019,2.3642915,94110611,,,POINT (2.3642915 48.8804019)
177308565,48.8407491,2.4102428,177308565,,,POINT (2.4102428 48.8407491)
96142236,48.8738287,2.3828036,96142236,,,POINT (2.3828036 48.8738287)
96142238,48.8744116,2.3815727,96142238,,,POINT (2.3815727 48.8744116)
4359357351,48.840255,2.3949542,4359357351,,,POINT (2.3949542 48.840255)
368739240,48.8941137,2.3273376,368739240,,,POINT (2.3273376 48.8941137)
280429481,48.8891593,2.3968171,280429481,,,POINT (2.3968171 48.8891593)
4359357354,48.8398689,2.3946158,4359357354,,,POINT (2.3946158 48.8398689)
27362231,48.8847222,2.3078193,27362231,,,POINT (2.3078193 48.8847222)
393872312,48.8723306,2.3734393,393872312,,,POINT (2.3734393 48.8723306)
36471747,48.8356797,2.3249551,36471747,,,POINT (2.3249551 48.8356797)
25625557,48.8647128,2.3013385,25625557,,,POINT (2.3013385 48.8647128)
27362262,48.8824861,2.3055082,27362262,,,POINT (2.3055082 48.8824861)
27362263,48.8830039,2.3049472,27362263,,,POINT (2.3049472 48.8830039)
116130775,48.8460718,2.2813522,116130775,traffic_signals,,POINT (2.2813522 48.8460718)
25625561,48.8643898,2.3017642,25625561,,,POINT (2.3017642 48.8643898)
25625563,48.8642659,2.3022202,25625563,,,POINT (2.3022202 48.8642659)
746980318,48.8574802,2.389079,746980318,,,POINT (2.389079 48.8574802)
116130783,48.8420967,2.2903696,116130783,traffic_signals,,POINT (2.2903696 48.8420967)
25625567,48.8640919,2.3009585,25625567,,,POINT (2.3009585 48.8640919)
746980321,48.8582595,2.3886683,746980321,,,POINT (2.3886683 48.8582595)
25625572,48.8642874,2.3008097,25625572,,,POINT (2.3008097 48.8642874)
257688552,48.832925,2.3994406,257688552,,,POINT (2.3994406 48.832925)
134579176,48.8570207,2.2665471,134579176,,,POINT (2.2665471 48.8570207)
134579178,48.8590108,2.2677991,134579178,,,POINT (2.2677991 48.8590108)
94209002,48.8809008,2.3377552,94209002,,,POINT (2.3377552 48.8809008)
134579180,48.8597491,2.2681934,134579180,,,POINT (2.2681934 48.8597491)
134579181,48.8617994,2.2676911,134579181,traffic_signals,,POINT (2.2676911 48.8617994)
227214316,48.8605863,2.3302619,227214316,,,POINT (2.3302619 48.8605863)
25199592,48.8610518,2.3132382,25199592,traffic_signals,,POINT (2.3132382 48.8610518)
1832256497,48.8686587,2.3539551,1832256497,,,POINT (2.3539551 48.8686587)
